promedio_notas,asistencia_porcentaje,ingreso_familiar,actividades_extracurriculares,horas_tarea,materias_reprobadas,abandono,beca_si,apoyo_sociofamiliar_bajo,apoyo_sociofamiliar_medio
-0.4062253553725848,-1.3538439688424386,-1.8066902602056707,-1.159330326073648,0.29547878011650813,-0.6962228269626483,1,False,False,True
1.5570310345723224,1.372716882233479,0.8620344192438885,-1.159330326073648,0.29547878011650813,-0.6962228269626483,1,False,True,False
0.8105845946453526,0.01795695935513318,-0.40052699309574263,1.455700484618791,0.6860541791210882,1.2243918681067263,0,True,False,True
0.3572632407171014,1.1171018024451118,1.5256498257135307,-0.28765338917616834,1.4672049771302487,-0.6962228269626483,0,False,False,True
-1.1526717952995547,-0.6125602374561733,1.0075789121349656,-0.28765338917616834,0.9747403436027343,-0.6962228269626483,1,True,False,False
-1.1526717952995547,1.3471553742546425,0.4529557286522487,-1.159330326073648,-1.5045643631219912,-0.6962228269626483,1,False,False,False
-1.4866980560887924,-0.37398616298703075,1.7093824942946796,-0.28765338917616834,1.2124818908229138,1.2243918681067263,0,True,False,True
1.2673143798061468,-1.6691025672480913,-1.6190211933271517,-1.159330326073648,-0.9271920341586989,-0.6962228269626483,0,True,True,False
0.36408010318218775,1.3812373848930921,0.6346946370568075,-1.159330326073648,-0.41774586154402926,-0.6962228269626483,0,True,False,False
0.7287822450643147,-1.387925979480887,-1.111839277636117,0.5840235477213114,-0.12905969706238324,-0.6962228269626483,0,False,True,False
-1.6128100116928923,-0.6125602374561733,-0.0463533904440455,-0.28765338917616834,-0.06113354071376056,-0.6962228269626483,1,False,False,True
1.6217912279906437,1.5346064327661122,-0.6825162529437163,0.5840235477213114,-0.21396739249816152,-0.6962228269626483,0,False,False,False
1.1514277178996768,1.5346064327661122,0.03973615153999867,-1.159330326073648,1.484186516217404,0.264084520572039,1,True,True,False
-0.9617996462771331,0.24801053116466398,-1.729035857430277,-1.159330326073648,0.7030357182082438,-0.6962228269626483,0,False,False,True
-1.0640525832534302,0.4525025949953571,0.6163418190210166,-0.28765338917616834,0.4483126319009091,1.2243918681067263,1,False,False,False
-1.0606441520208871,-0.17801460181594816,-0.8287253325603234,-0.28765338917616834,-1.5215459022091469,-0.6962228269626483,0,True,False,True
-0.6482239728831549,-0.7062857667119075,0.9051814343475306,0.5840235477213114,1.3822972816944703,-0.6962228269626483,1,False,False,False
0.10503932950890145,-0.5869987294773368,0.1003669097306616,-0.28765338917616834,1.3992788207816256,-0.6962228269626483,0,False,False,True
-0.21194477511761992,0.5888306375491537,0.19504495709078618,-0.28765338917616834,0.9577588045155787,-0.6962228269626483,1,True,False,False
-0.692533578906217,0.8614867226567445,1.4266775256653659,0.5840235477213114,-1.6743797539935477,-0.6962228269626483,1,False,False,False
0.4015728467401635,0.9978147652105411,1.675641937460078,-1.159330326073648,-1.5045643631219912,-0.6962228269626483,0,False,True,False
-1.21061512625279,0.9892942625509281,-1.215310318595562,-0.28765338917616834,-0.9271920341586989,-0.6962228269626483,1,False,False,True
-0.6891251476736738,-1.3964464821404992,1.0631997088562481,1.455700484618791,-1.2498412768146563,0.264084520572039,0,True,False,False
-0.4369012364654739,-0.016125051283316275,1.1286870623488614,0.5840235477213114,-0.33283816610825095,-0.6962228269626483,1,True,False,False
-0.13014242553658234,-1.5072130167154587,0.19207987785380604,-0.28765338917616834,1.4502234380430927,0.264084520572039,1,False,True,False
0.9912314499701441,0.1713260072281533,-1.1370935732062584,1.455700484618791,-0.09509661888807175,2.1846992156414133,0,False,False,False
-1.002700821067652,-0.1950556071351729,0.2694786703501498,0.5840235477213114,-1.6404166758192362,-0.6962228269626483,0,False,False,False
0.06754658595092569,1.321593866275806,-0.5274119356161688,-0.28765338917616834,-0.723413565112831,-0.6962228269626483,0,False,False,False
0.3334042220892986,-0.5103142055408261,1.4449280995895368,0.5840235477213114,-1.5385274412963024,-0.6962228269626483,1,False,False,False
-1.5275992308793114,-1.3027209528847645,0.727021069849672,-0.28765338917616834,-1.5724905194706138,-0.6962228269626483,1,False,True,False
0.3879391218099905,-1.2175159262886421,-1.3746577665553399,-0.28765338917616834,-0.7573766432871424,-0.6962228269626483,1,False,False,True
-1.1015453268114062,0.8955687332951939,-1.4005766488510112,-0.28765338917616834,-0.7573766432871424,0.264084520572039,0,True,False,False
-1.4628390374609896,0.4013795790376841,-1.3701079035882495,-0.28765338917616834,0.9747403436027343,-0.6962228269626483,0,False,False,True
1.550214172107236,-1.3623644715020504,1.139729426403822,0.5840235477213114,1.6200388289146492,-0.6962228269626483,1,False,False,False
1.6081575030604711,-1.413487487459724,0.04607528646043897,-0.28765338917616834,-0.4347274006311848,1.2243918681067263,0,False,True,False
1.0696253683186387,0.6825561668048878,-1.4663707346784842,1.455700484618791,-0.2309489315853171,-0.6962228269626483,0,True,True,False
-0.6448155416506117,-1.4560900007577853,0.3295982079827127,0.5840235477213114,1.178518812648602,1.2243918681067263,1,True,False,False
-1.3503608067870627,1.1000607971258882,1.638936301388496,-1.159330326073648,-0.7743581823742979,-0.6962228269626483,0,True,True,False
0.6469798954832768,0.6995971721241127,0.5264692449070323,0.5840235477213114,-1.1649335813788781,-0.6962228269626483,0,False,False,True
-0.18467732525727396,-1.4220079901193363,-0.7929398934933216,-0.28765338917616834,1.2124818908229138,-0.6962228269626483,0,False,False,False
-1.268558457206025,-1.413487487459724,0.5507522214167834,-0.28765338917616834,-1.5385274412963024,-0.6962228269626483,0,True,False,False
0.002786392532604266,1.6624139726602958,0.0859504899922409,0.5840235477213114,0.4143495537265979,2.1846992156414133,0,False,False,False
-1.5685004056698302,-0.4251091789447037,-1.5699440197495493,-1.159330326073648,0.21057108468072985,-0.6962228269626483,0,False,False,True
1.4138769228055061,-0.44215018426392844,-0.8368537394341138,-0.28765338917616834,-0.5196350960669631,2.1846992156414133,1,False,True,False
-0.8016033783476009,1.0659787864874388,-1.2817178690927553,-1.159330326073648,-0.6215243305898971,-0.6962228269626483,0,True,False,True
0.5754028395998687,1.5260859301065004,-0.9828583308274809,-1.159330326073648,0.9237957263412675,-0.6962228269626483,0,False,True,False
-0.620956523022809,1.653893470000684,-0.3972551815239025,-0.28765338917616834,-1.4026751285990573,-0.6962228269626483,1,False,False,True
0.0879971733461853,0.8614867226567445,0.5468158231194132,-0.28765338917616834,-0.8932289559843876,-0.6962228269626483,1,True,True,False
0.18002481662485267,-0.41658867628509194,-0.800096981306722,2.3273774215162706,0.7879434136440222,2.1846992156414133,1,True,False,True
-1.0538272895558007,-1.4220079901193363,0.7347916223327924,-0.28765338917616834,0.17660800650641867,-0.6962228269626483,1,False,False,False
1.6217912279906437,0.9466917492528669,0.8888223764883297,-0.28765338917616834,-1.2498412768146563,-0.6962228269626483,0,False,False,True
0.9571471376447118,0.1968875152069898,-0.5393233746198994,-0.28765338917616834,1.2973895862586922,-0.6962228269626483,0,True,True,False
1.5161298597818036,-0.25469912575245884,-0.7106333836392177,-1.159330326073648,-0.34981970519540656,-0.6962228269626483,0,False,False,False
1.3661588855499005,1.389757887552704,1.3985092729140545,2.3273774215162706,1.1275741953871354,-0.6962228269626483,0,False,True,False
0.3538548094845582,-1.328282460863601,-0.7494861460548196,0.5840235477213114,0.9917218826898901,-0.6962228269626483,1,False,False,False
1.4581865288285685,-0.024645553942928035,-1.7232079430679368,0.5840235477213114,0.4313310928137535,1.2243918681067263,0,False,False,True
-1.3844451191124951,-1.660582064588479,0.33138747993606277,-1.159330326073648,-0.010188923452293478,-0.6962228269626483,1,False,True,False
-1.016334545997825,-0.10985058053905046,-1.6862466967173049,-0.28765338917616834,1.6370203680018052,-0.6962228269626483,1,False,False,False
-1.5310076621118545,-1.5072130167154587,-0.5636063511296505,-0.28765338917616834,-1.1988966595531894,-0.6962228269626483,1,False,False,False
-0.5766469169997469,-1.2942004502251527,-0.08934703938025759,1.455700484618791,0.7709618745568666,-0.6962228269626483,0,False,False,False
-0.35850731811697933,-1.3027209528847645,1.1553216534258728,-1.159330326073648,-1.0460628077687886,3.145006563176101,1,False,True,False
-0.760702203557082,0.5121461136126431,-1.706848885208736,-0.28765338917616834,-0.5366166351541188,-0.6962228269626483,0,False,False,False
1.1412024242020467,0.835925214677908,-1.6742330136019543,2.3273774215162706,-0.6385058696770527,-0.6962228269626483,0,True,True,False
-0.4675771175583632,0.2820925418031122,1.2376281632799766,-0.28765338917616834,1.5181495943917152,0.264084520572039,0,False,False,False
-0.7266178912316494,1.5772089460641734,-0.38416793523654186,-0.28765338917616834,1.586075750740338,-0.6962228269626483,0,False,True,False
0.1663910916946797,-0.4251091789447037,0.35751085045497405,-1.159330326073648,-1.063044346855944,-0.6962228269626483,1,False,True,False
-1.2037982637877032,-0.731847274690744,-0.8699808315989954,2.3273774215162706,-1.6234351367320807,2.1846992156414133,0,False,False,False
1.0491747809233791,1.2534298449989083,-0.09870237559348805,-1.159330326073648,0.753980335469711,0.264084520572039,0,False,False,True
-1.4287547251355572,-0.94485984118105,1.4626163308997975,0.5840235477213114,-0.2649120097596283,3.145006563176101,0,True,False,False
1.6797345589438788,1.5772089460641734,0.14269597194134365,0.5840235477213114,-1.3856935895119014,-0.6962228269626483,0,True,False,True
0.946921843947082,-1.660582064588479,0.6561659004970085,-1.159330326073648,0.6351095618596212,-0.6962228269626483,0,True,False,False
-1.0061092523001953,1.6027704540430099,-0.3374934982820096,0.5840235477213114,0.15962646741926306,-0.6962228269626483,1,True,False,False
